"subjectid" "activity" "meas_type" "average"
11 "WALKING_UPSTAIRS" "tBodyAccMag-mean" -0.542825032813608
11 "WALKING_UPSTAIRS" "tGravityAccMag-mean" -0.542825032813608
11 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean" -0.679819504547468
11 "WALKING_UPSTAIRS" "tBodyGyroMag-mean" -0.628367851066456
11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean" -0.826829028481013
11 "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.619524028324684
11 "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.531455265662532
11 "WALKING_UPSTAIRS" "fBodyAcc-mean-Z" -0.750026145791139
11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" -0.676672987166456
11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" -0.632374688606013
11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.825559590221519
11 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.709949332117089
11 "WALKING_UPSTAIRS" "fBodyGyro-mean-Y" -0.776852868955696
11 "WALKING_UPSTAIRS" "fBodyGyro-mean-Z" -0.708842979272152
11 "WALKING_UPSTAIRS" "fBodyAccMag-mean" -0.611528074359177
11 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean" -0.656133473274684
11 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean" -0.757585939588608
11 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.864827011392405
12 "LAYING" "tBodyAcc-mean-X" 0.27360872421875
12 "LAYING" "tBodyAcc-mean-Y" -0.018337204411489
12 "LAYING" "tBodyAcc-mean-Z" -0.106649116775
12 "LAYING" "tGravityAcc-mean-X" 0.69922245131875
12 "LAYING" "tGravityAcc-mean-Y" 0.029976775735
12 "LAYING" "tGravityAcc-mean-Z" 0.0330295544910625
12 "LAYING" "tBodyAccJerk-mean-X" 0.070430311315625
12 "LAYING" "tBodyAccJerk-mean-Y" 0.0053115377979375
12 "LAYING" "tBodyAccJerk-mean-Z" 0.0003081123684
12 "LAYING" "tBodyGyro-mean-X" -0.0628663472537188
12 "LAYING" "tBodyGyro-mean-Y" -0.0592027333975
12 "LAYING" "tBodyGyro-mean-Z" 0.0960742146838125
12 "LAYING" "tBodyGyroJerk-mean-X" -0.0731134377315625
12 "LAYING" "tBodyGyroJerk-mean-Y" -0.043678823491875
12 "LAYING" "tBodyGyroJerk-mean-Z" -0.0574585039485312
12 "LAYING" "tBodyAccMag-mean" -0.559586545675313
12 "LAYING" "tGravityAccMag-mean" -0.559586545675313
12 "LAYING" "tBodyAccJerkMag-mean" -0.6300504918575
12 "LAYING" "tBodyGyroMag-mean" -0.63166805889875
12 "LAYING" "tBodyGyroJerkMag-mean" -0.77729447821875
12 "LAYING" "fBodyAcc-mean-X" -0.578920210879375
12 "LAYING" "fBodyAcc-mean-Y" -0.523287078731563
12 "LAYING" "fBodyAcc-mean-Z" -0.7266403145
12 "LAYING" "fBodyAccJerk-mean-X" -0.599109317756219
12 "LAYING" "fBodyAccJerk-mean-Y" -0.591296422972219
12 "LAYING" "fBodyAccJerk-mean-Z" -0.7754265825625
12 "LAYING" "fBodyGyro-mean-X" -0.661246826087188
12 "LAYING" "fBodyGyro-mean-Y" -0.74479814778125
12 "LAYING" "fBodyGyro-mean-Z" -0.657369914584375
12 "LAYING" "fBodyAccMag-mean" -0.55928367746625
12 "LAYING" "fBodyBodyAccJerkMag-mean" -0.564239194378438
12 "LAYING" "fBodyBodyGyroMag-mean" -0.717311676745625
12 "LAYING" "fBodyBodyGyroJerkMag-mean" -0.78990285099375
13 "LAYING" "tBodyAcc-mean-X" 0.275895876198777
13 "LAYING" "tBodyAcc-mean-Y" -0.0176504796070948
13 "LAYING" "tBodyAcc-mean-Z" -0.109135285550765
13 "LAYING" "tGravityAcc-mean-X" 0.709996516908257
13 "LAYING" "tGravityAcc-mean-Y" -0.0420858101162079
13 "LAYING" "tGravityAcc-mean-Z" 0.0443010536786239
13 "LAYING" "tBodyAccJerk-mean-X" 0.0794393034550306
13 "LAYING" "tBodyAccJerk-mean-Y" 0.00387961953328135
13 "LAYING" "tBodyAccJerk-mean-Z" -0.0123485923641621
13 "LAYING" "tBodyGyro-mean-X" -0.0562470618980061
13 "LAYING" "tBodyGyro-mean-Y" -0.0616613787494801
13 "LAYING" "tBodyGyro-mean-Z" 0.098866059686422
13 "LAYING" "tBodyGyroJerk-mean-X" -0.0881182379434251
13 "LAYING" "tBodyGyroJerk-mean-Y" -0.0440836605146789
13 "LAYING" "tBodyGyroJerk-mean-Z" -0.0582718748712538
13 "LAYING" "tBodyAccMag-mean" -0.539871637249541
13 "LAYING" "tGravityAccMag-mean" -0.539871637249541
13 "LAYING" "tBodyAccJerkMag-mean" -0.625466938809174
13 "LAYING" "tBodyGyroMag-mean" -0.581215403184709
13 "LAYING" "tBodyGyroJerkMag-mean" -0.712745036012232
13 "LAYING" "fBodyAcc-mean-X" -0.638817912651682
13 "LAYING" "fBodyAcc-mean-Y" -0.493467193137125
13 "LAYING" "fBodyAcc-mean-Z" -0.629736258731804
13 "LAYING" "fBodyAccJerk-mean-X" -0.66008217407156
13 "LAYING" "fBodyAccJerk-mean-Y" -0.603340489937615
13 "LAYING" "fBodyAccJerk-mean-Z" -0.710831730361468
13 "LAYING" "fBodyGyro-mean-X" -0.65864242140581
13 "LAYING" "fBodyGyro-mean-Y" -0.647152817899388
13 "LAYING" "fBodyGyro-mean-Z" -0.620471226529052
13 "LAYING" "fBodyAccMag-mean" -0.589928108599083
13 "LAYING" "fBodyBodyAccJerkMag-mean" -0.607295296423853
13 "LAYING" "fBodyBodyGyroMag-mean" -0.652225306544343
13 "LAYING" "fBodyBodyGyroJerkMag-mean" -0.712054366504281
14 "WALKING_UPSTAIRS" "tBodyAcc-mean-X" 0.270184596009288
14 "WALKING_UPSTAIRS" "tBodyAcc-mean-Y" -0.0162548178510526
14 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.100985935692074
14 "WALKING_UPSTAIRS" "tGravityAcc-mean-X" 0.672081224882353
14 "WALKING_UPSTAIRS" "tGravityAcc-mean-Y" -0.111701388781115
14 "WALKING_UPSTAIRS" "tGravityAcc-mean-Z" -0.161179728291022
14 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-X" 0.0741757467665015
14 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Y" 0.00443682723817957
14 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.00253044692473994
14 "WALKING_UPSTAIRS" "tBodyGyro-mean-X" 0.000253671358297214
14 "WALKING_UPSTAIRS" "tBodyGyro-mean-Y" -0.0954921154823529
14 "WALKING_UPSTAIRS" "tBodyGyro-mean-Z" 0.0606712446996904
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-X" -0.107556127062003
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Y" -0.0433200489340217
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Z" -0.0450693836894427
14 "WALKING_UPSTAIRS" "tBodyAccMag-mean" -0.453262620331889
14 "WALKING_UPSTAIRS" "tGravityAccMag-mean" -0.453262620331889
14 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean" -0.608973420309907
14 "WALKING_UPSTAIRS" "tBodyGyroMag-mean" -0.416459776709257
14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean" -0.700520939854799
14 "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.619513271851703
14 "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.455237617000929
14 "WALKING_UPSTAIRS" "fBodyAcc-mean-Z" -0.440650672343653
14 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" -0.654385009392879
14 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" -0.598699531399381
14 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.618712162187307
14 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.699166400749226
14 "WALKING_UPSTAIRS" "fBodyGyro-mean-Y" -0.50463317018839
14 "WALKING_UPSTAIRS" "fBodyGyro-mean-Z" -0.42391821438452
14 "WALKING_UPSTAIRS" "fBodyAccMag-mean" -0.490874179820433
14 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean" -0.596896308848452
14 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean" -0.543030528985449
14 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.717590101802972
15 "WALKING_UPSTAIRS" "tBodyAcc-mean-X" 0.27821340725
15 "WALKING_UPSTAIRS" "tBodyAcc-mean-Y" -0.016464484771311
15 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.112563587594512
15 "WALKING_UPSTAIRS" "tGravityAcc-mean-X" 0.688872511512195
15 "WALKING_UPSTAIRS" "tGravityAcc-mean-Y" 0.102660491875
15 "WALKING_UPSTAIRS" "tGravityAcc-mean-Z" 0.0372897701757012
15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-X" 0.0776897411304878
15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Y" 0.00489392052706402
15 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.00440993190077744
15 "WALKING_UPSTAIRS" "tBodyGyro-mean-X" -0.0281278780610671
15 "WALKING_UPSTAIRS" "tBodyGyro-mean-Y" -0.075878845519878
15 "WALKING_UPSTAIRS" "tBodyGyro-mean-Z" 0.0906658516
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-X" -0.0960910108539634
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Y" -0.0441270690182012
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Z" -0.0555645456881098
15 "WALKING_UPSTAIRS" "tBodyAccMag-mean" -0.527285352000488
15 "WALKING_UPSTAIRS" "tGravityAccMag-mean" -0.527285352000488
15 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean" -0.654799694757531
15 "WALKING_UPSTAIRS" "tBodyGyroMag-mean" -0.617721779796037
15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean" -0.805282669512195
15 "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.583772317445122
15 "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.507735205778384
15 "WALKING_UPSTAIRS" "fBodyAcc-mean-Z" -0.741745724698171
15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" -0.643469519361585
15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" -0.609408057377744
15 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.805543465588415
15 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.664354428856402
15 "WALKING_UPSTAIRS" "fBodyGyro-mean-Y" -0.760711411006098
15 "WALKING_UPSTAIRS" "fBodyGyro-mean-Z" -0.711194539920732
15 "WALKING_UPSTAIRS" "fBodyAccMag-mean" -0.562948391223628
15 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean" -0.614817605125915
15 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean" -0.732394493841463
15 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.83680189402439
16 "WALKING_UPSTAIRS" "tBodyAcc-mean-X" 0.277887440374317
16 "WALKING_UPSTAIRS" "tBodyAcc-mean-Y" -0.0158567888309016
16 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.107263924445355
16 "WALKING_UPSTAIRS" "tGravityAcc-mean-X" 0.700906130308743
16 "WALKING_UPSTAIRS" "tGravityAcc-mean-Y" -0.0605235993797814
16 "WALKING_UPSTAIRS" "tGravityAcc-mean-Z" 0.0402075536234973
16 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-X" 0.0775488885374317
16 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Y" 0.00884018328270219
16 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.00143730005564208
16 "WALKING_UPSTAIRS" "tBodyGyro-mean-X" -0.0122341446725137
16 "WALKING_UPSTAIRS" "tBodyGyro-mean-Y" -0.0724444803980874
16 "WALKING_UPSTAIRS" "tBodyGyro-mean-Z" 0.0730144651530055
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-X" -0.107361614801257
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Y" -0.0416615668939617
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Z" -0.0539470410873497
16 "WALKING_UPSTAIRS" "tBodyAccMag-mean" -0.616131116889044
16 "WALKING_UPSTAIRS" "tGravityAccMag-mean" -0.616131116889044
16 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean" -0.725246870486339
16 "WALKING_UPSTAIRS" "tBodyGyroMag-mean" -0.718168775628415
16 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean" -0.860446372459016
16 "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.700885147341803
16 "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.671572147098798
16 "WALKING_UPSTAIRS" "fBodyAcc-mean-Z" -0.660989948160437
16 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" -0.744662041612022
16 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" -0.748627001551913
16 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.752302172079235
16 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.789780147036612
16 "WALKING_UPSTAIRS" "fBodyGyro-mean-Y" -0.815962130027322
16 "WALKING_UPSTAIRS" "fBodyGyro-mean-Z" -0.756286641721311
16 "WALKING_UPSTAIRS" "fBodyAccMag-mean" -0.666962508246721
16 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean" -0.713167613706148
16 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean" -0.81712881920765
16 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.87277228273224
17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" 0.273849441115044
17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" -0.0175178488555457
17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.10894543593472
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" 0.681018816489676
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" 0.00208485938053097
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" 0.00457967780088496
17 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" 0.081880267239528
17 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" 0.0083599305380531
17 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" 0.00313640220584071
17 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" -0.0137199915971209
17 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" -0.0841275327556873
17 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" 0.0761605469356047
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" -0.108510381387316
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" -0.0389503517365487
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" -0.0505134530712979
17 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean" -0.532690252939646
17 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean" -0.532690252939646
17 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" -0.671076885553097
17 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" -0.649912792768584
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" -0.794708804985251
17 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.622462544449351
17 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.569180425379852
17 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" -0.696059808678466
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" -0.692948207482301
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" -0.669598735445428
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" -0.786440272035398
17 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.706700939954277
17 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.75655421820059
17 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" -0.704461092123894
17 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean" -0.616776986006785
17 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean" -0.672302752918879
17 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean" -0.750925804837758
17 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.815081807581121
17 "WALKING_UPSTAIRS" "tBodyAcc-mean-X" 0.276134936206897
17 "WALKING_UPSTAIRS" "tBodyAcc-mean-Y" -0.0178192998868966
17 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.112173902413793
17 "WALKING_UPSTAIRS" "tGravityAcc-mean-X" 0.908399606896552
17 "WALKING_UPSTAIRS" "tGravityAcc-mean-Y" -0.198659870344828
17 "WALKING_UPSTAIRS" "tGravityAcc-mean-Z" -0.278195591724138
17 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-X" 0.0758626965517241
17 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Y" 0.0100040808789655
17 "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.00236484369931035
17 "WALKING_UPSTAIRS" "tBodyGyro-mean-X" -0.0257577297931034
17 "WALKING_UPSTAIRS" "tBodyGyro-mean-Y" -0.0661512840241379
17 "WALKING_UPSTAIRS" "tBodyGyro-mean-Z" 0.087130975137931
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-X" -0.100183297172414
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Y" -0.0417622900689655
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean-Z" -0.0547796899655172
17 "WALKING_UPSTAIRS" "tBodyAccMag-mean" -0.985418968275862
17 "WALKING_UPSTAIRS" "tGravityAccMag-mean" -0.985418968275862
17 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean" -0.993245806206897
17 "WALKING_UPSTAIRS" "tBodyGyroMag-mean" -0.983299607586207
17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean" -0.994309820689655
17 "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.994496322758621
17 "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.982367664137931
17 "WALKING_UPSTAIRS" "fBodyAcc-mean-Z" -0.986495766206897
17 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" -0.994117062068966
17 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" -0.988820999655172
17 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.990597965172414
17 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.985993540344828
17 "WALKING_UPSTAIRS" "fBodyGyro-mean-Y" -0.987392253103448
17 "WALKING_UPSTAIRS" "fBodyGyro-mean-Z" -0.988668107931034
17 "WALKING_UPSTAIRS" "fBodyAccMag-mean" -0.990007266206896
17 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean" -0.993005947241379
17 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean" -0.986607555172414
17 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.99327833
18 "LAYING" "tBodyAcc-mean-X" 0.276324152142857
18 "LAYING" "tBodyAcc-mean-Y" -0.0172831546595266
18 "LAYING" "tBodyAcc-mean-Z" -0.108112251068681
18 "LAYING" "tGravityAcc-mean-X" 0.716863248351648
18 "LAYING" "tGravityAcc-mean-Y" -0.01578199625
18 "LAYING" "tGravityAcc-mean-Z" 0.0899901746593407
18 "LAYING" "tBodyAccJerk-mean-X" 0.077480921531044
18 "LAYING" "tBodyAccJerk-mean-Y" 0.0128850449171841
18 "LAYING" "tBodyAccJerk-mean-Z" 0.000848545124184616
18 "LAYING" "tBodyGyro-mean-X" -0.0373993798891484
18 "LAYING" "tBodyGyro-mean-Y" -0.0678200104982143
18 "LAYING" "tBodyGyro-mean-Z" 0.0908402866868132
18 "LAYING" "tBodyGyroJerk-mean-X" -0.0944029581558242
18 "LAYING" "tBodyGyroJerk-mean-Y" -0.044169186546978
18 "LAYING" "tBodyGyroJerk-mean-Z" -0.0568482569002198
18 "LAYING" "tBodyAccMag-mean" -0.658370952115385
18 "LAYING" "tGravityAccMag-mean" -0.658370952115385
18 "LAYING" "tBodyAccJerkMag-mean" -0.753904676895604
18 "LAYING" "tBodyGyroMag-mean" -0.714735668626374
18 "LAYING" "tBodyGyroJerkMag-mean" -0.859899942335165
18 "LAYING" "fBodyAcc-mean-X" -0.714227764615385
18 "LAYING" "fBodyAcc-mean-Y" -0.663659666593407
18 "LAYING" "fBodyAcc-mean-Z" -0.761229192087912
18 "LAYING" "fBodyAccJerk-mean-X" -0.750020077252747
18 "LAYING" "fBodyAccJerk-mean-Y" -0.744113444532967
18 "LAYING" "fBodyAccJerk-mean-Z" -0.833032083021978
18 "LAYING" "fBodyGyro-mean-X" -0.787757637521978
18 "LAYING" "fBodyGyro-mean-Y" -0.816385880247253
18 "LAYING" "fBodyGyro-mean-Z" -0.755926770686813
18 "LAYING" "fBodyAccMag-mean" -0.697732862178571
18 "LAYING" "fBodyBodyAccJerkMag-mean" -0.742323821887363
18 "LAYING" "fBodyBodyGyroMag-mean" -0.816286626730769
18 "LAYING" "fBodyBodyGyroJerkMag-mean" -0.88466302260989
19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" 0.269723487105556
19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" -0.0182031515710306
19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.118277180099383
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" 0.475323016
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" 0.0964052626666667
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" 0.233011401195083
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" 0.0774171147766389
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" 0.0115812421960876
19 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.00186198850195833
19 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" -0.0385723953346511
19 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" -0.0681420603177778
19 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" 0.0883609591559167
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" -0.0895939425055556
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" -0.0383208736670278
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" -0.0569649444286944
19 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean" -0.531507362111361
19 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean" -0.531507362111361
19 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" -0.5762252472125
19 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" -0.548919668132222
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" -0.683436541824444
19 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.587050355097528
19 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.521888076609778
19 "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" -0.647026298284028
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" -0.593157169174611
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" -0.596694943936944
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" -0.680924493180556
19 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.553089575942778
19 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.641337299817778
19 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" -0.602625307818389
19 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean" -0.556404444967972
19 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean" -0.576064647812278
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean" -0.636287999799167
19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean" -0.719519008752778
20 "LAYING" "tBodyAcc-mean-X" 0.268425757926554
20 "LAYING" "tBodyAcc-mean-Y" -0.0175912993773164
20 "LAYING" "tBodyAcc-mean-Z" -0.108029145824294
20 "LAYING" "tGravityAcc-mean-X" 0.628040637177966
20 "LAYING" "tGravityAcc-mean-Y" -0.0373059475847458
20 "LAYING" "tGravityAcc-mean-Z" 0.10723075947935
20 "LAYING" "tBodyAccJerk-mean-X" 0.079818125480791
20 "LAYING" "tBodyAccJerk-mean-Y" 0.00220928707107345
20 "LAYING" "tBodyAccJerk-mean-Z" -0.00450611895602542
20 "LAYING" "tBodyGyro-mean-X" -0.0242488811785028
20 "LAYING" "tBodyGyro-mean-Y" -0.0789448418069209
20 "LAYING" "tBodyGyro-mean-Z" 0.0856280628860452
20 "LAYING" "tBodyGyroJerk-mean-X" -0.094982179135
20 "LAYING" "tBodyGyroJerk-mean-Y" -0.0414356124141243
20 "LAYING" "tBodyGyroJerk-mean-Z" -0.0543001277610169
20 "LAYING" "tBodyAccMag-mean" -0.517257429345412
20 "LAYING" "tGravityAccMag-mean" -0.517257429345412
20 "LAYING" "tBodyAccJerkMag-mean" -0.619698756735028
20 "LAYING" "tBodyGyroMag-mean" -0.516861235888701
20 "LAYING" "tBodyGyroJerkMag-mean" -0.684048497355932
20 "LAYING" "fBodyAcc-mean-X" -0.612641113666949
20 "LAYING" "fBodyAcc-mean-Y" -0.426398722000395
20 "LAYING" "fBodyAcc-mean-Z" -0.665006945724294
20 "LAYING" "fBodyAccJerk-mean-X" -0.652264226931438
20 "LAYING" "fBodyAccJerk-mean-Y" -0.557791286001412
20 "LAYING" "fBodyAccJerk-mean-Z" -0.732835648957627
20 "LAYING" "fBodyGyro-mean-X" -0.626445370827119
20 "LAYING" "fBodyGyro-mean-Y" -0.591039733449633
20 "LAYING" "fBodyGyro-mean-Z" -0.518444509491525
20 "LAYING" "fBodyAccMag-mean" -0.560278889421186
20 "LAYING" "fBodyBodyAccJerkMag-mean" -0.584571446817062
20 "LAYING" "fBodyBodyGyroMag-mean" -0.606970915061638
20 "LAYING" "fBodyBodyGyroJerkMag-mean" -0.692638075749774
21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" 0.277466525522059
21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" -0.0176664578561765
21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.10877848058848
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" 0.645775957808824
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" -0.0750963071446078
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" 0.0321851774362745
21 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" 0.0822207874776961
21 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" 0.00350107553584853
21 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.010659072671299
21 "WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" -0.0276346639303578
